Region	Tilhørighet2EnhetID	Tilhørighet2	TilhørighetEnhetID	Tilhørighet	EnhetID	Enhetsnavn	Enhetskorttype	Enhetstype (Utledet)	Antall G/K - plasser	Antall budsjetterte plasser	Hjemler	Nedlagt Dato	Eierskapenhet	Lokasjonskode	ePhorte Adm Id	Fylke	Kommune	Adresse	Postnummer	Poststed	Telefon	Nettside	EPost	Orgnr
Sør			48518	Himmelblå AS	52938	Skjelsvik	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	PORSGRUNN	Østvendthagen 25	3943	PORSGRUNN				
Øst			53106	Kreativ omsorg AS	53107	Hannestad	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			ØSTFOLD	FREDRIKSTAD	Gamle Kirkevei 49	1617	FREDRIKSTAD				920872522
Vest			596	Bergen akuttsenter (BAS)	53145	beredskapshjemmene i Bergen og Førde	Avdeling	Utredningsteam	0	0			Statlig			VESTLAND	BERGEN	Solheimsgaten 11	5058	BERGEN				
Vest	41139	CRUX helse og oppvekst	1340	CRUX oppvekst - institusjon Haugalandet	52283	Rogalandgata 35 C	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 5-1 Omsorgsovertakelse		Privat, ideell			ROGALAND	HAUGESUND	Rogalandgata 35	5531	HAUGESUND				
Øst			50303	SMS Omsorg AS	54253	Kråkstad	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			AKERSHUS	NORDRE FOLLO	Kråkstadveien 100C	1408	KRÅKSTAD				913358562
Nord					54289	Ung i Nord AS	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Privat, kommersiell			TROMS	STORFJORD	Nordlysvegen 3465	9143	SKIBOTN				932992590
Vest	1365	Stendi AS	28085	Stendi Område Sør og Vest	54591	Ospedalen	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Privat, kommersiell			VESTLAND	ASKØY	Ospedalen 268	5308	KLEPPESTØ				985194653
Øst			27879	Aberia Ung AS	54677	Vormsund	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Privat, kommersiell			AKERSHUS	NES	Røavegen 304	2160	VORMSUND				934996011
Vest	41139	CRUX helse og oppvekst	1338	CRUX oppvekst - institusjon Bergen	54695	Kringstølen	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, ideell			VESTLAND	BERGEN	Kringstølen 2a	5124	MORVIK				922173389
Øst			54697	Sti omsorg AS	54698	Roterud	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			INNLANDET	LILLEHAMMER	Svensrudvegen 17	2611	LILLEHAMMER				920900437
Sør			1274	Næromsorg Sør AS	54707	Kongsgård bolig 	Avdeling	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg		Privat, kommersiell			AGDER	KRISTIANSAND	Kongsgård alle 50B	4632	KRISTIANSAND S				
Sør			48518	Himmelblå AS	54743	Klovholt	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	SKIEN	Klovholtvegen 189	3729	SKIEN				815008502
Øst			47732	Borg barne- og familiesenter Administrasjon	54768	Borg barne og familiesenter, avlaster for beredskapshjem	Avdeling	Team	0	0			Statlig			ØSTFOLD	INDRE ØSTFOLD	Sørlia 27	1807	ASKIM				
Nord	48647	Human Care Ung AS	46154	Humana Barnevern Harstad	54803	Ruggevika	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			TROMS	HARSTAD	Rundeveien 15	9415	HARSTAD				
Nord	27879	Aberia Ung AS	46067	Aurora Omsorg AS Administrasjon	54844	Rødtinden	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TROMS	TROMSØ	Moridvegen 5	9100	KVALØYSLETTA				935262593
Sør			52212	Novita Omsorg AS	54906	Munken	Barnevernsinstitusjon	Barnevernsinstitusjon	1	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	SKIEN	Erik Munks veg 5	3714	SKIEN				
Øst			1210	UNIPED Admin	54981	Josiana Grønslet	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0			Privat, kommersiell			ØSTFOLD	RAKKESTAD	Smedbakken 7	1890	RAKKESTAD				
Vest	596	Bergen akuttsenter (BAS)	594	BAS - Bergen og Førde Beredskapshjem	55100	Hilde Hasle	Avdeling	Støttefamilie	0	0			Statlig			VESTLAND	BERGEN	Lyderhornslien 73	5178	LODDEFJORD				
Vest	596	Bergen akuttsenter (BAS)	594	BAS - Bergen og Førde Beredskapshjem	55106	Hilde Hasle	Avdeling	Støttefamilie	0	0			Statlig			VESTLAND	BERGEN	Lyderhornslien 73	5178	LODDEFJORD				
Sør			38250	Cura Kompetanse AS	55124	Granneveien	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			TELEMARK	MIDT-TELEMARK	Granneveien 28A	3810	GVARV				
Vest	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	54405	Båteviken	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Privat, kommersiell			VESTLAND	ØYGARDEN	Båtevika 16	5363	ÅGOTNES				925036226
Øst	46067	Aurora Omsorg AS Administrasjon	3589	Aurora	54425	Nordlys	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			OSLO	OSLO	Ørakerstien 6A	0284	OSLO				
Sør			52191	BevisstUng Bolig	54487	Topp	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			BUSKERUD	ØVRE EIKER	Brennatoppen 10	3302	HOKKSUND				933155404
Sør	30529	Haraldsplass Serio Ung	51335	Haraldsplass Serio Ung Region Agder og Rogaland	55225	Langenes	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 4-2 Akutt, uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, ideell			AGDER	KRISTIANSAND	Langenesveien 129	4640	SØGNE				
Øst			55244	Aktiv og ung Innlandet	55245	Låven	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 3-2 Hjelpetiltak omsorg / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Privat, kommersiell			INNLANDET	ELVERUM	Sagbruksvegen 53	2413	ELVERUM				930664790
Øst	27250	Human Care Ung (tidl Solhaugen)	1378	Humana (tidl Solhaugen Omsorg og behandling AS)	55266	Løvbrøtte	Barnevernsinstitusjon	Barnevernsinstitusjon	3	0	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			INNLANDET	GRAN	Løvbrøttevegen 59	2760	BRANDBU				
Midt			625	Humla akuttsenter	55380	Marianne Heen	Avdeling	Støttefamilie	0	0			Statlig			MØRE OG ROMSDAL	ÅLESUND	Solsidevegen 66	6006	ÅLESUND				
Øst	27879	Aberia Ung AS	52063	Aberia Ung - Østfold	55387	Vesten	Barnevernsinstitusjon	Barnevernsinstitusjon	4	0	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Privat, kommersiell			ØSTFOLD	FREDRIKSTAD	Toftebergveien 17	1659	TORP				
Sør			55518	Commit Care	55519	Lier	Barnevernsinstitusjon	Barnevernsinstitusjon	2	0	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Privat, kommersiell			BUSKERUD	LIER	Myraveien 26A	3425	REISTAD				
Sør			712	Agder ungdomssenter	509	Toppen	Barnevernsinstitusjon	Barnevernsinstitusjon	5	3	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Statlig	343105	S-4-ABU-TO	AGDER	ARENDAL	Kirkegårsdsveien 25	4847	ARENDAL				
Øst			648	Kirkenær barnevern- og omsorgssenter Administrasjon	652	Kirkenær barnevern- og omsorgssenter Edda ungdomshjem	Barnevernsinstitusjon	Barnevernsinstitusjon	3	3	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse		Statlig	232806	Ø-3-KBOS-EUH	INNLANDET	GRUE	Veslekila 1	2260	KIRKENÆR				
Nord			584	Lamo ungdomssenter Administrasjon	587	Lamo ungdomssenter Tunet	Barnevernsinstitusjon	Barnevernsinstitusjon	5	5	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-5 Flytting / § 5-1 Omsorgsovertakelse / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Statlig	634001	N-4-LUS-T	TROMS	SALANGEN	Laberg	9350	SJØVEGAN				
Sør			564	Telemark barne- og familiesenter	39154	Prosjekt Care	Avdeling	Utredningsteam	0	0			Statlig	301502	S-2-TBFS-PC	TELEMARK	SKIEN	Gulsetringen 313	3742	SKIEN				
Øst			47594	Gullhella barne- og familiesenter Administrasjon	50054	Gullhella - Team for tverrfaglig helsekartlegging	Avdeling	Utredningsteam	0	0			Statlig	211007	Ø-1-GBFS-TTH	AKERSHUS	ASKER	Korpåsen 172	1386	ASKER				
Øst			51953	Akershus ungdoms- og familiesenter - akutt, adm	51950	Akershus ungdoms- og familiesenter - akutt, avd Bjørlien	Barnevernsinstitusjon	Barnevernsinstitusjon	4	4	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Statlig	236102	Ø-3-AUFS-BJ	AKERSHUS	VESTBY	Bjørlistubben 14	1540	VESTBY				
Øst			51953	Akershus ungdoms- og familiesenter - akutt, adm	51951	Akershus ungdoms- og familiesenter - akutt, avd Sole	Barnevernsinstitusjon	Barnevernsinstitusjon	3	3	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke / § 4-4 Akuttvedtak om plassering i atferdsinstitusjon		Statlig	236104	Ø-3-AUFS-SO	AKERSHUS	VESTBY	Njordsvei 11	1540	VESTBY				
Vest			831	Kasa Ungdomssenter avd. adm.	830	Kasa Ungdomssenter avd. Morvik	Barnevernsinstitusjon	Barnevernsinstitusjon	3	3	/ § 5-1 Omsorgsovertakelse / § 3-2 Hjelpetiltak omsorg		Statlig	432806	V-4-KASA-MO	VESTLAND	BERGEN	Lokketomarka 24	5136	MJØLKERÅEN				
Vest			55315	Fana og Ytrebygda ungdomssenter adm	55319	Fana og Ytrebygda ungdomssenter avd. Hop	Barnevernsinstitusjon	Barnevernsinstitusjon	4	4	/ § 3-2 Hjelpetiltak omsorg / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Statlig	453203	V-5-FYUS-HO	VESTLAND	BERGEN	Nybøvegen 24	5221	NESTTUN				
Øst			43887	Bufetat Øst Innlandet Barnevernsenter	43890	Innlandet barnevernsenter avdeling Vestly	Barnevernsinstitusjon	Barnevernsinstitusjon	4	4	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 3-6 Hjelpetiltak til unge over 18 år / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Statlig	235404	Ø-3-IBS-VE	INNLANDET	GJØVIK	Øverbyvegen 88-104	2825	GJØVIK				
Vest			52724	Sogn og fjordane ungdomssenter behandling høy	52727	Sogn og Fjordane ungdomssenter avdeling Bregnetunet behandling høy	Barnevernsinstitusjon	Barnevernsinstitusjon	4	3	/ § 4-4 Akuttvedtak om plassering i atferdsinstitusjon / § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke / § 6-2 Vedtak om plassering i atferdsinstitusjon uten samtykke		Statlig	445102	V-4-SFUSH-BR	VESTLAND	SUNNFJORD	Bregnetunet 15	6812	FØRDE				
Vest			798	Skjoldvegen barnevernsenter	29459	Skjoldvegen barnevernsenter avd. Fyllingsdalen	Barnevernsinstitusjon	Barnevernsinstitusjon	3	3	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Statlig	432106	V-3-SBS-F	VESTLAND	BERGEN	Vestlundveien 22a	5145	FYLLINGSDALEN				912646378
Vest			574	Region vest - Adferd høy	50060	TFCO Stavanger	Avdeling	Ukjent	0	0			Statlig	442612	V-4-AH-TFCOS	ROGALAND	STAVANGER	Statens hus	4010	STAVANGER				
Øst			51959	Hedmark ungdoms- og familiesenter - akutt, adm	51957	Hedmark ungdoms- og familiesenter - akutt, avd Stange 1	Barnevernsinstitusjon	Barnevernsinstitusjon	5	4	/ § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke / § 5-1 Omsorgsovertakelse / § 5-5 Flytting / § 3-2 Hjelpetiltak omsorg		Statlig	236203	Ø-3-HUFS-ST1	INNLANDET	STANGE	Doktor Thorshaugs veg 8	2335	STANGE				
Nord					49553	Tverrfaglig helsekartlegging region nord	Barnevernsinstitusjon	Barnevernsinstitusjon	0	0			Statlig	600501	N-1-THK	TROMS	TROMSØ	Kaigata 4	9008	TROMSØ				
Sør			761	Agder ungdomshjem	49375	NyeFuruly	Barnevernsinstitusjon	Barnevernsinstitusjon	5	4	/ § 3-2 Hjelpetiltak omsorg / § 3-6 Hjelpetiltak til unge over 18 år / § 5-1 Omsorgsovertakelse / § 5-5 Flytting / § 4-2 Akutt, uten samtykke		Statlig	331810	S-3-AUH-FU	AGDER	LINDESNES	Fr. Nansens vei 12	4514	MANDAL				
Nord			51708	Nye Tromsø ungdomssenter	51726	Nye Tromsø ungdomssenter Fjære	Barnevernsinstitusjon	Barnevernsinstitusjon	2	3	/ § 6-1 Vedtak om opphold i atferdsinstitusjon etter samtykke		Statlig	614720	N-1-TUS-FJÆ	TROMS	TROMSØ	Håkøyveien 339	9105	KVALØYA				
Midt			49519	Viktoria Familiesenter administrasjon	49413	Tverrfaglig helsekartlegging	Avdeling	Utredningsteam	0	0			Statlig	521403	M-2-VFS-TH	TRØNDELAG	TRONDHEIM	Østmarkveien 26 E-F	7040	TRONDHEIM				
Nord			44057	Sollia barne- og ungdomssenter adm	44058	Sollia barne- og ungdomssenter miljøavdeling	Barnevernsinstitusjon	Barnevernsinstitusjon	5	4	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse / § 5-5 Flytting / § 4-1 Hjelpetiltak akutt / § 4-2 Akutt, uten samtykke		Statlig	635801	N-3-SBUS-MA	NORDLAND	SORTLAND	Idrettsveien 5	8402	SORTLAND				
Nord			51708	Nye Tromsø ungdomssenter	51725	Nye Tromsø ungdomssenter Flo	Barnevernsinstitusjon	Barnevernsinstitusjon	3	2	/ § 3-2 Hjelpetiltak omsorg		Statlig	614710	N-1-TUS-FLO	TROMS	TROMSØ	Håkøyveien 339	9105	KVALØYA				
Øst			808	Østfold ungdoms- og familiesenter - omsorg Administrasjon	810	Østfold ungdoms- og familiesenter - omsorg, avdeling Kurland ungdomshjem	Barnevernsinstitusjon	Barnevernsinstitusjon	4	3	/ § 3-2 Hjelpetiltak omsorg / § 5-1 Omsorgsovertakelse		Statlig	232704	Ø-3-ØUFS-KUH	ØSTFOLD	SARPSBORG	Kurlandveien 12	1727	SARPSBORG				927731697
